Flue_Gas_Flow_kmolhr,Inlet_CO2_mol%,Absorber_Temp_C,MEA_Concentration_wt%,LG_Ratio,CO2_Capture_Efficiency_%,Reboiler_Duty_MJ_kgCO2
213.65769656603183,14.027395391006005,58.26955039762096,33.65643611115781,6.4847715026556525,60.912638309366976,5.027905594693098
181.64807616684476,8.642298803528444,50.60310568128417,34.86054223228757,2.2236284184010806,45.0,5.352463684794907
186.2044952057981,9.266919974399938,31.120428248765894,27.870026167464108,4.829722281807757,45.49497418343598,4.937122275259339
201.26731907061756,9.223486672142108,30.7095784175799,39.68517207729275,2.3629493477810084,45.0,5.652841421609576
81.36200126864262,14.848614325251486,51.01407089727989,39.02756429723701,2.598737024066037,60.059961047337865,5.56068603331545
83.97323197497228,8.162695850748637,48.75638454159569,37.970112534273255,3.23836028838176,45.0,5.864323479078669
99.48117421866728,10.034871411273484,61.62794484900398,36.8954129757991,4.506394272600794,64.5153590952777,4.251189769588072
94.82795386648714,9.892129741989818,61.03217552609716,23.648610264056057,6.296156517536883,45.0,5.589612499029626
176.13772241469434,12.807081653179091,50.45430330046926,22.72863092361512,4.672501083154333,62.43625328467098,4.547298155053159
191.84832070118028,15.510993710784334,51.38499074786764,28.115029993385587,6.247128564408725,66.68345209472706,6.106179026842644
247.71287945801487,15.659008883801626,53.635987292852576,20.95506643746908,3.103791231532606,57.571498147067125,4.814119641197493
93.81094375601305,8.399708194753615,55.28025685001468,29.575632454357923,5.385990640151833,45.0,5.15448734609279
95.56868213380172,15.98361106536196,38.40752713159978,29.100123910420248,2.580764282246146,45.0,6.748564575207485
191.919983684282,13.17655255102171,56.26517888949435,24.770513322426183,3.2026375595599728,45.0,5.197558373668805
170.95942255172508,15.33478582795918,51.41137905358711,30.9200878584791,4.689991728267444,84.49634132731656,4.451137793503486
108.88357882283792,13.504992472947634,30.15989482998628,24.705216434971558,2.2163712943840057,61.99957410882011,4.8409636046487785
197.20553492672408,8.437046885821493,41.56445529126061,38.22915151300385,4.097306185166874,45.0,4.373937346838742
180.3013561166922,9.212614530492644,52.643123929560105,30.92533668139481,2.321217470749767,45.0,5.632677995937485
241.30508716240485,8.37371677766854,42.119507828808615,38.77611523149167,4.394898687857494,76.16216661094559,3.836128401992549
151.07342286848134,9.361305939306174,42.462111155625,24.909519139230717,6.060970581570563,88.36494266356962,2.958518155957141
182.5686093644768,14.20889286138492,32.595222175884025,26.04764504390811,4.614021988376319,73.36344269473199,4.104164307352167
207.14628367682275,9.17645699284145,35.7981823174189,39.03817573690746,2.298126102087447,59.95861463734553,4.28867626212733
208.2431273330184,10.978164478461952,55.25113134575502,28.89406395049517,5.724501171640437,52.65385239781439,5.0063543152074725
107.3889788238281,14.11285440781602,37.73599598082208,28.03793366756029,5.474438577461197,45.0,6.085576756184695
172.60279064931282,15.441942925620424,40.06869997601739,23.973799953839123,5.91957482946154,45.0,6.511274199672824
97.89663607254184,12.649099514918367,40.90281998129808,36.281732539750514,3.0237187428187635,45.0,5.7394170217404525
