F_G,y_CO2,T_in,L_G,L,C_MEA,T_reb,alpha_lean,P_abs,capture_efficiency_pct,rich_CO2_loading_mol_mol,specific_reboiler_duty_MJ_kgCO2
213.65769656603183,14.027395391006005,58.26955039762096,6.4847715026556525,589.9403779647621,33.65643611115781,113.29197776081945,0.230810678541425,1.2293295747870554,60.912638309366976,0.5794613376248119,5.027905594693098
181.64807616684473,8.642298803528444,50.60310568128417,2.2236284184010806,1287.7750415586816,34.86054223228757,121.51625968425466,0.2425653615962955,1.347286637955261,45.0,0.5352114575913329,5.352463684794907
186.20449520579814,9.266919974399938,31.120428248765894,4.829722281807757,581.1042066235948,27.870026167464108,113.88381995490678,0.22592991541845786,1.313117052317381,45.49497418343598,0.5210024151474019,4.937122275259339
201.26731907061753,9.223486672142107,30.7095784175799,2.3629493477810084,1320.4648251938318,39.68517207729275,127.22477098849491,0.25517665178332916,1.1581643387755158,45.0,0.551942788788159,5.652841421609576
81.36200126864262,14.848614325251486,51.01407089727989,2.5987370240660366,1187.4984467348445,39.02756429723701,110.95195063945854,0.26879715288465306,1.3356154549947974,60.059961047337865,0.5969650438171991,5.56068603331545
83.97323197497228,8.162695850748637,48.75638454159569,3.23836028838176,574.9355042887768,37.970112534273255,129.45895213165704,0.27017539402131885,1.1799762710598165,45.0,0.5561753940213189,5.864323479078669
99.48117421866729,10.034871411273485,61.62794484900398,4.506394272600794,1086.1268155390085,36.8954129757991,105.1344437904823,0.24764775635802044,1.3818989397406938,64.5153590952777,0.588290761824798,4.251189769588072
94.82795386648714,9.892129741989818,61.03217552609716,6.296156517536883,510.45156575893816,23.648610264056057,122.02357919942071,0.2662347819265889,1.3002438706774742,45.0,0.5522347819265889,5.589612499029626
176.13772241469434,12.807081653179093,50.45430330046926,4.672501083154333,1114.5544621450038,22.728630923615118,126.81370458718578,0.17413631343733227,0.91177759381974,62.43625328467098,0.5165735494335963,4.547298155053159
191.84832070118028,15.510993710784334,51.38499074786764,6.247128564408725,1329.2200238460196,28.115029993385587,124.67097334774986,0.28339875817288085,1.3562479572721202,66.68345209472706,0.6431351796521523,6.106179026842644
247.71287945801492,15.659008883801626,53.635987292852576,3.103791231532606,1245.2311788675913,20.95506643746908,112.68852725238278,0.15044435001235126,1.2137084344224556,57.571498147067125,0.49789677016456046,4.814119641197493
93.81094375601303,8.399708194753615,55.28025685001468,5.385990640151833,592.0863636582523,29.575632454357923,107.65629244182138,0.26887349870941135,1.1345528982928008,45.0,0.5548734987094114,5.15448734609279
95.56868213380172,15.98361106536196,38.40752713159978,2.580764282246146,1269.3027144073828,29.100123910420248,117.90772686877308,0.28714545776059364,0.9942760622744152,45.0,0.5731454577605937,6.748564575207485
191.919983684282,13.17655255102171,56.26517888949435,3.2026375595599728,258.39414997633645,24.770513322426186,108.90185766970701,0.23455146179005826,1.099989161706206,45.0,0.5293546583637576,5.197558373668805
170.95942255172508,15.33478582795918,51.41137905358711,4.689991728267444,965.7678752177866,30.9200878584791,110.20211825970472,0.22194501739053102,1.3001774282185803,84.49634132731656,0.6267994142094695,4.451137793503486
108.88357882283793,13.504992472947634,30.159894829986282,2.2163712943840057,1446.1950385349965,24.705216434971554,113.7494778960103,0.22833147357836706,1.1782288484668868,61.99957410882011,0.5619302810830634,4.8409636046487785
197.20553492672408,8.437046885821493,41.564455291260614,4.097306185166874,474.9541651767022,38.22915151300385,105.28749946875325,0.19336471755413975,1.03732137328072,45.0,0.4892778798887518,4.373937346838742
180.3013561166922,9.212614530492644,52.643123929560105,2.321217470749767,1321.7316420209108,30.92533668139481,114.26488278885205,0.2974501871458092,1.2940376236542221,45.0,0.5898134719303146,5.632677995937485
241.30508716240485,8.37371677766854,42.119507828808615,4.394898687857494,1437.8646689823725,38.776115231491666,125.61032964876448,0.1729057697981084,1.0690594198530174,76.16216661094559,0.578611804859576,3.836128401992549
151.07342286848134,9.361305939306174,42.462111155625,6.060970581570563,1402.7988011635487,24.909519139230714,116.09356329181801,0.15334310312712776,1.2927255222253686,88.36494266356962,0.5612075896861826,2.958518155957141
182.5686093644768,14.208892861384921,32.595222175884025,4.614021988376319,837.6859684385112,26.04764504390811,105.5927442853952,0.19557654852536677,1.2110281932723197,73.36344269473199,0.57214446616882,4.104164307352167
207.14628367682275,9.17645699284145,35.7981823174189,2.298126102087447,1391.5727349346669,39.03817573690746,119.6527958873989,0.18626383522774514,1.11984105395487,59.95861463734553,0.5301378788833429,4.28867626212733
208.24312733301838,10.978164478461952,55.25113134575502,5.724501171640437,612.2330742695918,28.894063950495166,127.4231740548367,0.21147171666243836,1.1199496576859245,52.65385239781439,0.5332138868486247,5.0063543152074725
107.3889788238281,14.11285440781602,37.73599598082208,5.474438577461197,579.8159168930488,28.03793366756029,112.96294374085264,0.2881850993922862,1.1326371693848867,45.0,0.5741850993922862,6.085576756184695
172.60279064931282,15.441942925620424,40.06869997601739,5.91957482946154,223.34125353394575,23.973799953839123,112.90213047852114,0.2948433985515567,1.4309927977919725,45.0,0.5855899845879124,6.511274199672824
97.89663607254185,12.649099514918369,40.90281998129808,3.0237187428187635,162.96184730131597,36.281732539750514,111.61917391951313,0.29883225961215865,1.1363082833361473,45.0,0.5848322596121587,5.7394170217404525
97.7324178213292,10.449751680867154,35.55488133482916,3.1331801300920774,799.5130797369237,33.09487228851135,121.98084399396487,0.21360158768435233,1.0506013598442754,60.06911207621033,0.5417951014977413,4.614790239755434
126.11343083002299,9.953215014219165,62.73173287644443,2.1804265971345824,1303.3608443119924,28.474935342525292,112.13950557875518,0.2385476704187898,1.2141550741429943,45.0,0.5245476704187898,5.01490910242887
159.18077865170645,10.41000672221767,62.01543533314141,3.3668619804461066,328.63111790577744,25.0754078602033,114.57325818137407,0.23042864655151854,1.2344160249727036,45.0,0.518356610068377,5.017011629618144
